,score
528,0.9980901
529,0.0009581599
530,0.6422956
531,0.9977223
532,0.97058636
533,0.67220706
534,0.9928519
535,0.98965317
536,0.97065777
537,0.9933797
538,0.99729747
539,0.99986386
540,0.9973369
541,0.9980117
542,0.9998216
543,0.90961224
544,0.99995506
545,0.9985619
546,0.99844223
547,0.99444085
548,0.93359137
549,0.99684346
550,0.99995744
551,0.21843038
552,0.9994973
553,0.010506349
554,0.9961778
555,0.98496825
556,0.9245586
557,0.99451894
558,0.9140574
559,0.98543787
560,0.9977095
561,0.7832648
562,0.99991345
563,0.99997044
564,0.9998574
565,0.9600197
566,0.9999993
567,0.9931293
568,0.9999459
569,0.9838072
570,0.11767081
571,0.9988354
572,0.9812309
573,0.9963702
574,0.9949963
575,1.0
576,0.9989374
577,0.8285359
578,0.9795554
579,0.15668954
580,0.99844956
581,0.9922925
582,0.95946836
583,0.9509044
584,0.97626173
585,0.9344286
586,0.9133896
587,0.9992613
588,0.9994399
589,0.9943561
590,0.98705673
591,0.9999889
592,0.9431934
593,0.9999151
594,0.89745945
595,0.9955577
596,0.9999504
597,0.90892965
598,0.9581108
599,0.9946267
600,0.99999857
601,0.9944171
602,0.9964399
603,0.9993648
604,0.9963276
605,0.9439444
606,0.9997116
607,0.6661386
608,0.9953055
609,0.3003759
610,0.9706091
611,0.9981261
612,0.99941576
613,0.9999894
614,0.9999695
615,0.99998105
616,0.99996936
617,0.9999912
618,0.99923325
619,0.9999989
620,0.9739739
621,0.9984932
622,3.0337862e-06
623,0.9999398
624,0.011023729
625,0.92447484
626,0.9999927
627,0.9994313
628,0.98337513
629,0.99143094
630,0.001999514
631,0.98708725
632,0.9967764
633,0.45846274
634,0.99826294
635,0.97094417
636,0.99989486
637,0.5827424
638,0.9999908
639,0.9914119
640,0.9423919
641,0.99895597
642,0.99973804
643,0.9976102
644,0.9970644
645,0.8539138
646,0.99975103
647,0.98697287
648,0.98880017
649,0.9643735
650,0.99772507
651,0.15613289
652,0.993193
653,0.9674732
654,0.99733377
655,0.9988367
656,0.27438098
657,0.9996486
658,0.99110305
659,0.0044838786
660,0.9942485
661,0.9902056
662,0.649546
663,0.99979573
664,0.7832066
665,0.9944147
666,0.99920577
667,0.96056396
668,0.8899158
669,0.9895014
670,0.017661836
671,0.99936134
672,0.9973386
673,0.9999957
674,0.9670322
675,0.9999907
676,0.9999839
677,0.9816761
678,0.9965233
679,0.999941
680,0.9999527
681,0.06703857
682,0.9987662
683,0.98524934
684,0.94854903
685,0.9981359
686,0.9967809
687,0.98122966
688,0.99998724
689,0.67610914
690,0.31271064
691,0.0052924925
692,0.96561193
693,0.9972914
694,0.9933656
695,0.9917601
696,0.9999428
697,0.9996985
698,0.6664387
699,0.05847618
700,0.06335814
701,0.9995473
702,0.9999994
703,0.97364104
704,0.98692316
705,0.90252453
706,0.8632775
707,0.9990539
708,0.08448751
709,0.99808216
710,0.99989605
711,0.99151564
712,0.98247576
713,0.9670697
714,0.9999913
715,0.996608
716,0.9999325
717,0.9895074
718,0.9980704
719,0.997806
720,0.09035993
721,0.99999917
722,0.9954857
723,0.9989305
724,0.9870996
725,0.96402574
726,0.9954124
727,0.9953166
728,0.9997906
729,0.96438384
730,0.9988951
731,0.85776687
732,0.99330866
733,0.8291662
734,0.9891446
735,0.8169841
736,0.9996977
737,0.91170156
738,0.9999416
739,0.99228173
740,0.99999344
741,0.9972197
742,0.0012427073
743,0.9108611
744,0.9998356
745,0.99713683
746,0.03098184
747,0.99301755
748,0.99996245
749,0.99973696
750,0.9408761
751,0.9936999
752,0.7446706
753,0.98755056
754,0.99877006
755,0.9659033
756,1.0
757,0.99956506
758,0.99847406
759,0.98149866
760,0.99991965
761,0.9055234
762,0.9940965
763,0.9737727
764,0.9938345
765,0.99694365
766,0.88720727
767,0.10130417
768,0.9706622
769,0.86027503
770,0.9908592
771,0.99750096
772,0.9944891
773,0.9998956
774,0.99999714
775,0.9997482
776,0.9999815
777,0.017292138
778,0.9977729
779,0.9989686
780,0.97674906
781,0.7984008
782,0.6038134
783,0.99934644
784,0.9864005
785,0.4430396
786,0.9949881
787,0.9975683
788,0.9998857
789,0.9910087
790,0.3547145
791,0.99215853
792,0.09086594
793,0.9994709
794,0.99789596
795,0.99971575
796,0.97298765
797,0.99974686
798,0.33749604
799,0.9821832
800,0.9287164
801,0.9972904
802,0.9998485
803,0.9998859
804,0.07519431
805,0.033117432
806,0.9964018
807,0.99917704
808,0.9747506
809,0.98152494
810,0.9999726
811,0.047469497
812,0.95924973
813,0.8193817
814,0.95997787
815,0.4492101
816,0.88440025
817,0.9999999
818,0.9999348
819,0.9999913
820,0.13107194
821,0.11516981
822,0.99732363
823,0.9966474
824,0.9999888
825,0.11257079
826,0.9965364
827,0.9998603
828,0.0119199185
829,0.9999682
830,0.99840134
831,0.9807047
832,0.99893683
833,0.98787296
834,0.984469
835,0.99999166
836,0.992792
837,0.99823475
838,0.9997037
839,0.9930621
840,0.7567153
841,0.9999751
842,0.97930866
843,0.99866545
844,0.6826585
845,0.99245524
846,0.9999888
847,0.9930784
848,0.07762363
849,0.98437196
850,0.99967897
851,0.99881005
852,0.025470875
853,0.9985942
854,0.9521149
855,0.007086766
856,0.9011162
857,0.99999034
858,0.9999999
859,0.98514843
860,0.9708958
861,0.97906315
862,0.9772908
863,0.9995467
864,0.99641573
865,0.90253085
866,0.96245867
867,0.9984236
868,0.99980897
869,0.99479854
870,0.16098343
871,0.95832515
872,0.02974812
873,0.9918384
874,0.9999267
875,0.99971503
876,0.9989654
877,0.9980903
878,0.31951705
879,0.94470745
880,0.97818065
881,0.38570705
882,0.00023866205
883,0.9995528
884,0.99989307
885,0.61431926
886,0.9995079
887,0.9994522
888,0.873431
889,0.80443424
890,0.99842286
891,0.9999609
892,0.2683892
893,0.99998903
894,0.9999995
895,0.99563855
896,0.9006407
897,0.9881648
898,0.99999464
899,0.12001695
900,0.9986161
901,0.98764706
902,0.45895752
903,0.99998903
904,0.9929295
905,0.99511635
906,0.9996177
907,0.46636415
908,0.9913591
909,0.13796334
910,0.99624443
911,0.9999968
912,0.99943393
913,0.99997914
914,0.9998343
915,0.014168596
916,0.9980901
917,0.94139814
918,0.9991966
919,0.96999526
920,0.9978181
921,0.9999627
922,0.064081036
923,0.7935129
924,0.9847003
925,0.98171073
926,0.99780005
927,0.9880167
928,0.025434619
929,0.99792695
930,0.9999857
931,0.9354917
932,0.7632504
933,0.9992269
934,0.9842078
935,0.99988353
936,0.8540379
937,0.8584293
938,0.9799888
939,0.99674064
940,0.21863574
941,0.8454559
942,0.6249843
943,0.9983304
944,0.024683839
945,0.99860555
946,0.99947494
947,0.99938524
948,0.98208594
949,0.9777775
950,0.80978054
951,0.9975189
952,0.3276895
953,0.027460622
954,0.99998224
955,0.99706286
956,0.9960939
957,0.97809976
958,0.88496417
959,0.852912
960,0.0024188936
961,0.9999753
962,0.98299974
963,0.9999101
964,0.9888359
965,0.9721296
966,0.997324
967,0.44613296
968,0.016052788
969,0.99195015
970,0.88124204
971,0.99794286
972,0.99972755
973,0.99957305
974,0.93909997
975,0.013982528
976,0.9464992
977,0.9998597
978,0.9586685
979,0.06304471
980,0.9999995
981,0.023172045
982,0.9863505
983,0.97238356
984,0.99568707
985,0.9999553
986,0.3272534
987,0.92095125
988,0.99879515
989,0.9988141
990,0.98820263
991,0.25898764
992,0.99687
993,0.99342453
994,0.9060668
995,0.9988606
996,0.8899579
997,0.87388355
998,0.99776757
999,0.99998677
1000,0.9999962
1001,0.9511686
1002,0.99912673
1003,0.9997234
1004,0.9957503
1005,0.9999758
1006,0.99888176
1007,0.99947685
1008,1.0
1009,3.4298324e-07
1010,0.99614406
1011,0.9971499
1012,0.9614889
1013,0.99171364
1014,0.9997428
1015,0.99888533
1016,0.99999905
1017,0.98874354
1018,0.031041723
1019,0.99754566
1020,0.99583167
1021,0.892594
1022,0.72465235
1023,0.9913489
1024,0.0011658774
1025,0.97808915
1026,0.9465251
1027,0.91344297
1028,0.5963769
1029,0.6774744
1030,0.9478488
1031,0.99871135
1032,0.9998733
1033,0.98835665
1034,0.9877017
1035,0.999951
1036,0.9946473
1037,0.021686016
1038,0.7867855
1039,0.26853716
1040,0.9998247
1041,0.9968137
1042,0.86111253
1043,0.98748153
1044,0.93526834
1045,0.9999105
1046,0.99986315
1047,0.9985858
1048,0.9908914
1049,0.9999999
1050,0.9985592
1051,0.9887916
1052,0.81300074
1053,0.9543989
1054,0.99551433
1055,0.9999571
1056,0.99522984
1057,0.9591454
1058,0.98338264
1059,0.14308375
1060,0.9999987
1061,0.9989347
1062,0.9999703
1063,0.871945
1064,0.99959797
1065,1.0
1066,0.96341085
1067,0.9994562
1068,0.011786453
1069,0.83657897
1070,1.0
1071,0.9943552
1072,0.12189578
1073,0.99383533
1074,0.73365575
1075,0.99834085
1076,0.11582206
1077,0.85545117
1078,0.9999821
1079,0.9992176
1080,0.98596096
1081,0.9903352
1082,0.9976725
1083,0.9981103
1084,0.9999988
1085,0.99583226
1086,0.87208396
1087,0.12011182
1088,0.99998474
1089,0.99891007
1090,0.9993456
1091,0.9412166
1092,0.9989015
1093,0.97956115
1094,0.80535585
1095,0.9689913
1096,0.9730241
1097,0.99659675
1098,0.9993718
1099,0.43452176
1100,0.8473133
1101,1.0
1102,0.7435616
1103,0.98719096
1104,0.6807787
1105,0.6785918
1106,0.24576624
1107,0.8281526
1108,0.9997578
1109,0.99998283
1110,0.9993411
1111,0.9994618
1112,0.92024475
1113,0.99962914
1114,0.89882827
1115,0.99987066
1116,0.999731
1117,0.9896298
1118,0.95807964
1119,0.9991511
1120,0.9998067
1121,0.9990721
1122,0.089907214
1123,0.99306536
1124,0.9787748
1125,0.99163145
1126,0.9995455
1127,0.8363509
1128,0.9914942
1129,0.8863033
1130,0.58284944
1131,0.98044807
1132,0.997341
1133,0.99860424
1134,0.9998486
1135,0.9977239
1136,0.9992968
1137,0.99586946
1138,0.9999647
1139,0.9972089
1140,0.9902852
1141,0.9854593
1142,0.95695347
1143,0.95755416
1144,0.996558
1145,0.98762345
1146,0.24401613
1147,0.9840627
1148,0.9999702
1149,0.99938595
1150,0.9408794
1151,0.9976712
1152,0.9886086
1153,0.9986798
1154,0.9675047
1155,0.9964179
1156,0.9732079
1157,0.99999547
1158,0.42963344
1159,0.99952745
1160,0.9892754
1161,0.9927396
1162,0.98283744
1163,0.99829596
1164,0.99999917
1165,0.99862266
1166,0.99990296
1167,0.9984401
1168,0.5519583
1169,0.9705199
1170,0.99937636
1171,0.9989405
1172,0.9175702
1173,0.84724325
1174,0.99982566
1175,0.99772817
1176,0.83952737
1177,0.24346353
1178,0.99348193
1179,0.99874854
1180,0.9999267
1181,0.9999201
1182,0.9897389
1183,0.99787176
1184,0.9998987
1185,0.008167798
1186,0.9986307
1187,0.9985728
1188,0.99951804
1189,0.9998591
1190,0.3914546
1191,0.9944944
1192,1.3008394e-05
1193,0.9995857
1194,0.9928965
1195,0.99799097
1196,0.89779973
1197,0.99999976
1198,0.9999907
1199,0.99446
1200,0.9929121
1201,0.47203866
1202,0.00093676115
1203,0.9920738
1204,0.5186455
1205,0.98228925
1206,0.6718065
1207,0.99787116
1208,0.9190791
1209,0.90593415
1210,0.999271
1211,0.9954619
1212,0.07708637
1213,0.36392266
1214,0.99999475
1215,0.99763465
1216,0.986931
1217,0.9993475
1218,0.9995454
1219,0.9985663
1220,0.9975637
1221,0.9613939
1222,0.1483591
1223,0.99983275
1224,0.98219097
1225,0.0015971535
1226,0.9998123
1227,0.99464273
1228,0.99780256
1229,0.9993525
1230,0.9999652
1231,0.99187917
1232,0.21472484
1233,0.054024715
1234,0.00012669947
1235,0.9894504
1236,0.98022985
1237,0.9884885
1238,0.96836966
1239,0.99429893
1240,1.0
1241,0.9999994
1242,0.99952984
1243,0.78384185
1244,0.98331845
1245,0.9993585
1246,0.999987
1247,0.9720292
1248,0.9898258
1249,0.62685764
1250,0.99999845
1251,0.99999976
1252,0.016747005
1253,0.9985423
1254,0.97567797
1255,0.99999094
1256,0.99985397
1257,0.95774674
1258,0.019895833
1259,3.1157313e-05
1260,0.96999526
1261,0.9957462
1262,0.9932051
1263,0.29251477
1264,0.5056943
1265,0.9555955
1266,0.9995372
1267,0.4328179
1268,0.9999254
1269,0.9998361
1270,0.6622814
1271,0.04640284
1272,0.80008554
1273,0.99871063
1274,0.57686037
1275,0.99966717
1276,0.050238546
1277,0.9995623
1278,0.7266169
1279,0.99986327
1280,0.9968886
1281,0.44207174
1282,0.99996305
1283,0.99981743
1284,0.9982141
1285,0.98030555
1286,0.9964133
1287,0.054386735
1288,0.9811896
1289,0.99977416
1290,0.9974482
1291,0.9930688
1292,0.99999535
1293,0.9913156
1294,0.8217899
1295,0.99994624
1296,0.043983817
1297,0.9845659
1298,0.99892634
1299,0.9647169
1300,0.9387275
1301,0.94498456
1302,0.045826662
1303,2.0846808e-05
1304,0.96280897
1305,0.9749415
1306,0.99861073
1307,0.9987815
1308,0.89298886
1309,0.7973623
1310,0.21862176
1311,0.9504596
1312,0.9776577
1313,0.9814631
1314,0.99986887
1315,0.9982583
1316,0.96750265
1317,0.9995701
1318,0.98943543
1319,0.9706561
1320,0.98218507
1321,0.9961356
1322,0.3494907
1323,0.88917685
1324,0.98704463
1325,0.00027129584
1326,0.975322
1327,0.8890428
1328,0.9857917
1329,0.9662998
1330,0.99816966
1331,0.9984744
1332,0.24410973
1333,0.9878676
1334,0.047779594
1335,0.81015444
1336,0.9995459
1337,0.99788934
1338,0.96422213
1339,0.99999034
1340,0.999982
1341,0.056625873
1342,0.8333501
1343,0.97801185
1344,0.935989
1345,0.99322414
1346,0.99928325
1347,0.9935737
1348,0.9672666
1349,0.9849706
1350,0.98221314
1351,0.99999905
1352,0.07020329
1353,0.99994946
1354,0.99997807
1355,0.95636606
1356,0.9796332
1357,0.94588107
1358,0.9997044
1359,0.026370315
1360,0.9854858
1361,0.9995764
1362,0.088870436
1363,0.99783164
1364,0.9996656
1365,0.95949864
1366,0.18807916
1367,0.98836726
1368,0.9060462
1369,0.8495372
1370,0.9995479
1371,0.3129326
1372,0.9981603
1373,0.020222703
1374,0.041443344
1375,0.9994543
1376,0.6101523
1377,0.99857354
1378,0.9989249
1379,0.18315455
1380,0.9998574
1381,0.97848105
1382,0.9987544
1383,0.99819726
1384,0.96612054
1385,0.99969244
1386,0.39883223
1387,0.98595876
1388,0.9964934
1389,0.9979907
1390,0.97595656
1391,0.01701394
1392,0.13446139
1393,0.9775074
1394,0.9996947
1395,0.98326516
1396,0.99969506
1397,0.5292414
1398,0.97547174
1399,0.99651647
1400,0.99636674
1401,0.9999428
1402,0.8441469
1403,0.9963355
1404,0.23533544
1405,0.24656785
1406,0.68685037
1407,0.98904514
1408,0.99999475
1409,0.99572927
1410,0.9989225
1411,0.92017764
1412,0.9812676
1413,0.9998976
1414,0.9993868
1415,0.98095393
1416,0.99831945
1417,0.9900351
1418,0.99814236
1419,0.9966286
1420,0.99981207
1421,0.83417374
1422,0.99840707
1423,0.9999846
1424,0.76924545
1425,0.98590857
1426,0.9435809
1427,0.9991702
1428,0.052551918
1429,0.9806362
1430,0.9994361
1431,0.99994123
1432,0.9854242
1433,0.99777514
1434,0.9848297
1435,0.99992263
1436,0.999984
1437,0.9908468
1438,0.99469453
1439,0.99947184
1440,0.998007
1441,2.3507596e-06
1442,0.99993837
1443,0.9938074
1444,0.99949145
1445,0.99927026
1446,0.9993887
1447,0.8637418
1448,0.69675046
1449,0.9982633
1450,0.99997675
1451,0.9999907
1452,0.99992836
1453,0.9832333
1454,0.99692255
1455,0.9483041
1456,0.99673104
1457,0.9998597
1458,0.9973053
1459,0.16710117
1460,0.99963176
1461,0.37170476
1462,0.5054406
1463,0.025878435
1464,0.24927889
1465,0.99720985
1466,0.99729687
1467,0.00096860976
1468,0.99984264
1469,0.0077961823
1470,0.5231686
1471,0.94903785
1472,0.9874298
1473,0.8121098
1474,0.9757321
1475,0.99973375
1476,0.99977654
1477,0.9999937
1478,0.99745136
1479,0.99627244
1480,0.9997867
1481,0.9784405
1482,0.999985
1483,0.98354465
1484,0.9930328
1485,0.9086939
1486,0.9999943
1487,0.9831564
1488,0.9911917
1489,0.6942066
1490,0.9996172
1491,0.9999895
1492,0.9919127
1493,0.99859303
1494,0.99944943
1495,0.020127675
1496,0.92335683
1497,0.9941789
1498,0.8283651
1499,0.99630463
1500,0.9999677
1501,0.99875355
1502,0.13365318
1503,0.99325293
1504,0.9997615
1505,0.9074271
1506,0.9997234
1507,0.9823533
1508,0.3131845
1509,0.8772302
1510,0.9289167
1511,0.98318374
1512,0.9999747
1513,0.34120122
1514,0.9998599
1515,0.3287239
1516,0.16380627
1517,0.99973506
1518,0.96922326
1519,0.99996066
1520,0.9108177
1521,0.88867766
1522,0.9968702
1523,0.9866822
1524,0.8210804
1525,0.6090459
1526,0.9999919
1527,0.99932265
1528,0.9998369
1529,0.35181406
1530,0.9997086
1531,0.9983834
1532,0.9999542
1533,1.0
1534,0.9934277
1535,0.93967843
1536,0.24539334
1537,0.3623748
1538,0.99530387
1539,0.97632116
1540,0.8334876
1541,0.5095762
1542,2.0536108e-05
1543,0.29537222
1544,0.48196542
1545,0.99996626
1546,0.99946564
1547,0.99989676
1548,0.9999877
1549,0.9999285
1550,0.015103438
1551,0.9245481
1552,0.99981993
1553,0.950639
1554,0.9917076
1555,0.99960023
1556,0.07213005
1557,0.41509014
1558,0.9590701
1559,0.99954826
1560,0.9930099
1561,0.999767
1562,0.89136744
1563,0.980993
1564,0.9923563
1565,0.99980277
1566,0.008283189
1567,0.9999907
1568,0.08123391
1569,0.99900657
1570,0.9990753
1571,0.19222158
1572,0.0791657
1573,0.40551704
1574,0.9839633
1575,0.99402076
1576,0.99967957
1577,0.9999896
1578,0.9920449
1579,1.0
1580,0.9952449
1581,0.1040196
1582,0.2217725
1583,0.9994265
1584,0.96607745
1585,0.9999269
1586,0.0026785515
1587,0.9753166
1588,0.99982005
1589,0.9999987
1590,0.9964463
1591,0.9490284
1592,0.84972996
1593,0.99915516
1594,0.9707347
1595,0.987053
1596,0.99940073
1597,0.91328555
1598,0.99800676
1599,0.9997304
1600,0.18456109
1601,0.42945853
1602,0.32747307
1603,0.99939144
1604,0.9999969
1605,0.99600935
1606,0.99787855
1607,0.9620068
1608,0.99999666
1609,0.95634764
1610,0.809695
1611,0.9955888
1612,0.052143022
1613,0.03618195
1614,0.0020953733
1615,0.9930577
1616,0.07575764
1617,0.99999607
1618,0.8137322
1619,0.9962327
1620,0.99351317
1621,0.99999666
1622,0.6145688
1623,0.9894706
1624,0.9999975
1625,0.4982432
1626,0.948495
1627,0.99793684
1628,0.9856514
1629,0.9812306
1630,0.9966529
1631,0.9985996
1632,0.9962282
1633,0.96820784
1634,0.97786295
1635,0.1721738
1636,0.99412245
1637,0.9918555
1638,0.9050729
1639,0.9976357
1640,0.9721913
1641,0.99980515
1642,0.9329881
1643,0.9973605
1644,0.9866203
1645,0.27161443
1646,0.81655586
1647,0.9969445
1648,0.9806999
1649,0.99693334
1650,0.99339455
1651,0.99928385
1652,0.10031329
1653,0.6027773
1654,0.26850635
1655,0.9999933
1656,0.00043140506
1657,0.9990754
1658,0.99333185
1659,0.97244227
1660,1.0
1661,0.99646735
1662,0.07357671
1663,0.9891773
1664,0.9997813
1665,0.9955592
1666,0.99996257
1667,0.9995604
1668,0.9851188
1669,0.19406663
